Name,Team,NOC,Games,City,Sport,Event,Medal
Viktor Aleksandrovich Sidyak,Soviet Union,URS,1972 Summer,Munich,Fencing,"Fencing Men's Sabre, Individual",Gold
Viktor Aleksandrovich Sidyak,Soviet Union,URS,1976 Summer,Montreal,Fencing,"Fencing Men's Sabre, Team",Gold
Viktor Aleksandrovich Sidyak,Soviet Union,URS,1980 Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Gold
Viktor Aleksandrovich Zinger,Soviet Union,URS,1968 Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Alekseyevich Krovopuskov,Soviet Union,URS,1976 Summer,Montreal,Fencing,"Fencing Men's Sabre, Individual",Gold
Viktor Alekseyevich Krovopuskov,Soviet Union,URS,1976 Summer,Montreal,Fencing,"Fencing Men's Sabre, Team",Gold
Viktor Alekseyevich Krovopuskov,Soviet Union,URS,1980 Summer,Moskva,Fencing,"Fencing Men's Sabre, Individual",Gold
Viktor Alekseyevich Krovopuskov,Soviet Union,URS,1980 Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Gold
Viktor Alekseyevich Vlasov,Soviet Union,URS,1980 Summer,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Gold
Viktor An,South Korea,KOR,2006 Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
Viktor An,South Korea,KOR,2006 Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold
Viktor An,South Korea,KOR,2006 Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
Viktor An,Russia,RUS,2014 Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold
Viktor An,Russia,RUS,2014 Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
Viktor An,Russia,RUS,2014 Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
Viktor Andreyevich Polupanov,Soviet Union,URS,1968 Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Arkadiyovych Bryzhin,Soviet Union,URS,1988 Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Viktor Arsenyevich Kapitonov,Soviet Union,URS,1960 Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",Gold
Viktor Frantsevich Zhdanovich,Soviet Union,URS,1960 Summer,Roma,Fencing,"Fencing Men's Foil, Individual",Gold
Viktor Frantsevich Zhdanovich,Soviet Union,URS,1960 Summer,Roma,Fencing,"Fencing Men's Foil, Team",Gold
Viktor Frantsevich Zhdanovich,Soviet Union,URS,1964 Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",Gold
Viktor Fyodorovich Mamatov,Soviet Union,URS,1968 Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Viktor Fyodorovich Mamatov,Soviet Union,URS,1972 Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Viktor Fyodorovich Markin,Soviet Union,URS,1980 Summer,Moskva,Athletics,Athletics Men's 400 metres,Gold
Viktor Fyodorovich Markin,Soviet Union,URS,1980 Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Viktor Georgiyevich Bushuyev,Soviet Union,URS,1960 Summer,Roma,Weightlifting,Weightlifting Men's Lightweight,Gold
Viktor Grigoryevich Kurentsov,Soviet Union,URS,1968 Summer,Mexico City,Weightlifting,Weightlifting Men's Middleweight,Gold
Viktor Grigoryevich Kuzkin,Soviet Union,URS,1964 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Grigoryevich Kuzkin,Soviet Union,URS,1968 Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Grigoryevich Kuzkin,Soviet Union,URS,1972 Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Grigoryevich Shuvalov,Soviet Union,URS,1956 Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Hennadiyovych Ruban,Ukraine,UKR,2008 Summer,Beijing,Archery,Archery Men's Individual,Gold
Viktor Illich Mykhalchuk,Soviet Union,URS,1968 Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold
Viktor Ivanovich Kosichkin,Soviet Union,URS,1960 Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 5,000 metres",Gold
Viktor Ivanovich Mazin,Soviet Union,URS,1980 Summer,Moskva,Weightlifting,Weightlifting Men's Featherweight,Gold
Viktor Ivanovich Rashchupkin,Soviet Union,URS,1980 Summer,Moskva,Athletics,Athletics Men's Discus Throw,Gold
Viktor Ivanovich Shalimov,Soviet Union,URS,1976 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Ivanovych Chukarin,Soviet Union,URS,1952 Summer,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Viktor Ivanovych Chukarin,Soviet Union,URS,1952 Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,Gold
Viktor Ivanovych Chukarin,Soviet Union,URS,1952 Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,Gold
Viktor Ivanovych Chukarin,Soviet Union,URS,1952 Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Viktor Ivanovych Chukarin,Soviet Union,URS,1956 Summer,Melbourne,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Viktor Ivanovych Chukarin,Soviet Union,URS,1956 Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Gold
Viktor Ivanovych Chukarin,Soviet Union,URS,1956 Summer,Melbourne,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Viktor Karpovich Asmayev,Soviet Union,URS,1980 Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Vikt'or K'rat'asiuk'i,Soviet Union,URS,1972 Summer,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Viktor Nikolayevich Blinov,Soviet Union,URS,1968 Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Nikolayevich Shamburkin,Soviet Union,URS,1960 Summer,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
Viktor Nikolayevich Tregubov,Unified Team,EUN,1992 Summer,Barcelona,Weightlifting,Weightlifting Men's Heavyweight I,Gold
Viktor Nikolayevich Tyumenev,Soviet Union,URS,1984 Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Oleksandrovych Pohanovskiy,Soviet Union,URS,1980 Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Viktor Petrovich Ugryumov,Soviet Union,URS,1980 Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Viktor Prokhorovich Yakushev,Soviet Union,URS,1964 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Saneyev,Soviet Union,URS,1968 Summer,Mexico City,Athletics,Athletics Men's Triple Jump,Gold
Viktor Saneyev,Soviet Union,URS,1972 Summer,Munich,Athletics,Athletics Men's Triple Jump,Gold
Viktor Saneyev,Soviet Union,URS,1976 Summer,Montreal,Athletics,Athletics Men's Triple Jump,Gold
Viktor Sergeyevich Konovalenko,Soviet Union,URS,1964 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Sergeyevich Konovalenko,Soviet Union,URS,1968 Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Serhiyovych Tsybulenko,Soviet Union,URS,1960 Summer,Roma,Athletics,Athletics Men's Javelin Throw,Gold
Viktor Vasilyevich Losev,Soviet Union,URS,1988 Summer,Seoul,Football,Football Men's Football,Gold
Viktor Vasilyevich Nikiforov,Soviet Union,URS,1956 Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Vasilyevich Zhluktov,Soviet Union,URS,1976 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Vasylovych Petrenko,Unified Team,EUN,1992 Winter,Albertville,Figure Skating,Figure Skating Men's Singles,Gold
Viktor Viktorovich Manakov,Soviet Union,URS,1980 Summer,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Viktor Volodymyrovych Burakov,Soviet Union,URS,1980 Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Viktor Yakovlevich Klimenko,Soviet Union,URS,1972 Summer,Munich,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Viktoria Rebensburg,Germany,GER,2010 Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
Viktoriya Aleksandrovna Nikishina,Russia,RUS,2008 Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Gold
"Viktoriya Fyodorovna ""Vika"" Azarenko",Belarus,BLR,2012 Summer,London,Tennis,Tennis Mixed Doubles,Gold
"Viktoriya Oleksandrivna ""Vita"" Semerenko",Ukraine,UKR,2014 Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
Viktoriya Viktorovna Kalinina,Russia,RUS,2016 Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
Viktoriya Yuryevna Zhilinskayte,Russia,RUS,2016 Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
"Vilho Immanuel ""Ville"" Tuulos",Finland,FIN,1920 Summer,Antwerpen,Athletics,Athletics Men's Triple Jump,Gold
"Vilho Lennart ""Lenni"" Viitala",Finland,FIN,1948 Summer,London,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold
Viliame Sevaka Mata,Fiji,FIJ,2016 Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
Viljar Loor,Soviet Union,URS,1980 Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
"Viljo Eino ""Ville"" Ritola (Koukkari-)",Finland,FIN,1924 Summer,Paris,Athletics,"Athletics Men's 10,000 metres",Gold
"Viljo Eino ""Ville"" Ritola (Koukkari-)",Finland,FIN,1924 Summer,Paris,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
"Viljo Eino ""Ville"" Ritola (Koukkari-)",Finland,FIN,1924 Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Gold
"Viljo Eino ""Ville"" Ritola (Koukkari-)",Finland,FIN,1924 Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Gold
"Viljo Eino ""Ville"" Ritola (Koukkari-)",Finland,FIN,1928 Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",Gold
Vin Anselmi Kokkinen,Finland,FIN,1928 Summer,Amsterdam,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
Vin Anselmi Kokkinen,Finland,FIN,1932 Summer,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
Vin Jeremias Sipil,Finland,FIN,1924 Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Gold
Vin Johannes Markkanen,Finland,FIN,1964 Summer,Tokyo,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
Vin Veikko Sakari Huhtala,Finland,FIN,1960 Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
"Vincent ""Vinnie"" Richards",United States,USA,1924 Summer,Paris,Tennis,Tennis Men's Singles,Gold
"Vincent ""Vinnie"" Richards",United States-2,USA,1924 Summer,Paris,Tennis,Tennis Men's Doubles,Gold
"Vincent Edward ""Vince"" Matthews",United States,USA,1968 Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Vincent Edward ""Vince"" Matthews",United States,USA,1972 Summer,Munich,Athletics,Athletics Men's 400 metres,Gold
Vincent Franois Marie Defrasne,France,FRA,2006 Winter,Torino,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Gold
Vincent Hancock,United States,USA,2008 Summer,Beijing,Shooting,Shooting Men's Skeet,Gold
Vincent Hancock,United States,USA,2012 Summer,London,Shooting,Shooting Men's Skeet,Gold
"Vincent Joseph ""Vince"" Boryla",United States,USA,1948 Summer,London,Basketball,Basketball Men's Basketball,Gold
"Vincent Joseph ""Vince"" Gallagher, Jr.",United States,USA,1920 Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,Gold
"Vincent Lamar ""Vince"" Carter",United States,USA,2000 Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
"Vincent Lamont ""Vin"" Baker",United States,USA,2000 Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
Vincent Nicolas Jay,France,FRA,2010 Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold
Vincenzo Cuccia,Italy,ITA,1924 Summer,Paris,Fencing,"Fencing Men's Sabre, Team",Gold
Vincenzo Maenza,Italy,ITA,1984 Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold
Vincenzo Maenza,Italy,ITA,1988 Summer,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold
Viola Bauer,Germany,GER,2002 Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
Viola Goretzki (-Landvoigt),East Germany,GDR,1976 Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold
Viola Poley (-Kowalschek),East Germany,GDR,1976 Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
Viorel Talapan,Romania,ROU,1992 Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Gold
Viorica Daniela Siliva (-Harper),Romania,ROU,1988 Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,Gold
Viorica Daniela Siliva (-Harper),Romania,ROU,1988 Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,Gold
Viorica Daniela Siliva (-Harper),Romania,ROU,1988 Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,Gold
Viorica Ioja (-Vere),Romania,ROU,1984 Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Gold
Viorica Susanu,Romania,ROU,2000 Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
Viorica Susanu,Romania,ROU,2004 Summer,Athina,Rowing,Rowing Women's Coxless Pairs,Gold
Viorica Susanu,Romania,ROU,2004 Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
Viorica Susanu,Romania,ROU,2008 Summer,Beijing,Rowing,Rowing Women's Coxless Pairs,Gold
Viorica Viscopoleanu (Belmega-),Romania,ROU,1968 Summer,Mexico City,Athletics,Athletics Women's Long Jump,Gold
Vira Antonivna Misevych,Soviet Union,URS,1980 Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Vira Samulivna Kalashnykova-Krepkina,Soviet Union,URS,1960 Summer,Roma,Athletics,Athletics Women's Long Jump,Gold
Virgil Victor Jacomini,United States,USA,1920 Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,Gold
"Virgil William ""Virg"" Luken",United States,USA,1964 Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Virgilijus Alekna,Lithuania,LTU,2000 Summer,Sydney,Athletics,Athletics Men's Discus Throw,Gold
Virgilijus Alekna,Lithuania,LTU,2004 Summer,Athina,Athletics,Athletics Men's Discus Throw,Gold
"Virginia ""Ginny"" Thrasher",United States,USA,2016 Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold
Virginia Ramrez Medino,Spain,ESP,1992 Summer,Barcelona,Hockey,Hockey Women's Hockey,Gold
"Virginia Ruth ""Ginny"" Duenkel",United States,USA,1964 Summer,Tokyo,Swimming,Swimming Women's 400 metres Freestyle,Gold
Virginie Claire Dsire Marie Hriot,L'Aile VI,FRA,1928 Summer,Amsterdam,Sailing,Sailing Mixed 8 metres,Gold
Virginio Pizzali,Italy,ITA,1956 Summer,Melbourne,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Vitaliy Fedorovych Dyrdyra,Soviet Union,URS,1972 Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat,Gold
Vitaliy Petrovych Romanenko,Soviet Union,URS,1956 Summer,Melbourne,Shooting,"Shooting Men's Running Target, Single And Double Shot",Gold
Vitaly Aleksandrovich Kovalenko,Soviet Union,URS,1964 Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Gold
Vitaly Aleksandrovich Petrakov,Soviet Union,URS,1980 Summer,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Vitaly Anatolyevich Savin,Soviet Union,URS,1988 Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Vitaly Semyonovich Davydov,Soviet Union,URS,1964 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vitaly Semyonovich Davydov,Soviet Union,URS,1968 Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vitaly Semyonovich Davydov,Soviet Union,URS,1972 Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vitaly Venediktovich Shcherbo,Unified Team,EUN,1992 Summer,Barcelona,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Vitaly Venediktovich Shcherbo,Unified Team,EUN,1992 Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Gold
Vitaly Venediktovich Shcherbo,Unified Team,EUN,1992 Summer,Barcelona,Gymnastics,Gymnastics Men's Horse Vault,Gold
Vitaly Venediktovich Shcherbo,Unified Team,EUN,1992 Summer,Barcelona,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Vitaly Venediktovich Shcherbo,Unified Team,EUN,1992 Summer,Barcelona,Gymnastics,Gymnastics Men's Rings,Gold
Vitaly Venediktovich Shcherbo,Unified Team,EUN,1992 Summer,Barcelona,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Vitaly Viktorovich Konstantinov,Soviet Union,URS,1976 Summer,Montreal,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold
Vitaly Viktorovich Prokhorov,Unified Team,EUN,1992 Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vittorio Lucarelli,Italy,ITA,1956 Summer,Melbourne,Fencing,"Fencing Men's Foil, Team",Gold
Vittorio Lucchetti,Italy,ITA,1920 Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold
Vittorio Lucchetti,Italy,ITA,1924 Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Gold
Vittorio Tamagnini,Italy,ITA,1928 Summer,Amsterdam,Boxing,Boxing Men's Bantamweight,Gold
Vivian Jepkemoi Cheruiyot,Kenya,KEN,2016 Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Gold
Vivian John Woodward,Great Britain,GBR,1908 Summer,London,Football,Football Men's Football,Gold
Vivian John Woodward,Great Britain,GBR,1912 Summer,Stockholm,Football,Football Men's Football,Gold
Vivian Noverre Lockett,Great Britain,GBR,1920 Summer,Antwerpen,Polo,Polo Men's Polo,Gold
Vlada Aleksandrovna Chigiryova,Russia,RUS,2016 Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
"Vladimer ""Lado"" Gogoladze",Soviet Union,URS,1988 Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold
Vladimer Aptsiauri,Soviet Union,URS,1988 Summer,Seoul,Fencing,"Fencing Men's Foil, Team",Gold
Vladimer Khinchegashvili,Georgia,GEO,2016 Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
Vladimir Aleksandrovich Alikin,Soviet Union,URS,1980 Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Vladimir Aleksandrovich Kovin,Soviet Union,URS,1984 Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vladimir Alekseyevich Ryzhkin,Soviet Union,URS,1956 Summer,Melbourne,Football,Football Men's Football,Gold
Vladimir Alekseyevich Vasin,Soviet Union,URS,1972 Summer,Munich,Diving,Diving Men's Springboard,Gold
Vladimir Aliverovich Nazlymov,Soviet Union,URS,1968 Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",Gold
Vladimir Aliverovich Nazlymov,Soviet Union,URS,1976 Summer,Montreal,Fencing,"Fencing Men's Sabre, Team",Gold
Vladimir Aliverovich Nazlymov,Soviet Union,URS,1980 Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Gold
Vladimir Anatolyevich Novikov,Soviet Union,URS,1988 Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold
Vladimir Atoff,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,Paris,Rugby,Rugby Men's Rugby,Gold
Vladimir Batez,Serbia and Montenegro,SCG,2000 Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold
Vladimir Dmitriyevich Chernyshov,Soviet Union,URS,1980 Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Vladimir Durkovi,Yugoslavia,YUG,1960 Summer,Roma,Football,Football Men's Football,Gold
Vladimir Engibaryan,Soviet Union,URS,1956 Summer,Melbourne,Boxing,Boxing Men's Light-Welterweight,Gold
Vladimir Grbi,Serbia and Montenegro,SCG,2000 Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold
Vladimir Grigoryevich Kondra,Soviet Union,URS,1980 Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Vladimir Igorevich Malakhov,Unified Team,EUN,1992 Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vladimir Ilyich Gundartsev,Soviet Union,URS,1968 Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Vladimir Iosifovich Tatarchuk,Soviet Union,URS,1988 Summer,Seoul,Football,Football Men's Football,Gold
Vladimir Ivanovich Akimov,Soviet Union,URS,1980 Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Vladimir Ivanovich Morozov,Soviet Union,URS,1976 Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Vladimir Ivanovich Vikulov,Soviet Union,URS,1968 Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vladimir Ivanovich Vikulov,Soviet Union,URS,1972 Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vladimir Jeli,Croatia,CRO,1996 Summer,Atlanta,Handball,Handball Men's Handball,Gold
Vladimir Konstantinovich Safronov,Soviet Union,URS,1956 Summer,Melbourne,Boxing,Boxing Men's Featherweight,Gold
Vladimir Konstantinovich Shmelyov,Soviet Union,URS,1972 Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Vladimir Mikhaylovich Barnashov,Soviet Union,URS,1980 Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Vladimir Mikhaylovich Melanin,Soviet Union,URS,1964 Winter,Innsbruck,Biathlon,Biathlon Men's 20 kilometres,Gold
Vladimir Mikhaylovich Nevzorov,Soviet Union,URS,1976 Summer,Montreal,Judo,Judo Men's Half-Middleweight,Gold
Vladimir Mikhaylovich Smirnov,Kazakhstan,KAZ,1994 Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold
Vladimir Nikolayevich Artyomov,Soviet Union,URS,1988 Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Vladimir Nikolayevich Artyomov,Soviet Union,URS,1988 Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold
Vladimir Nikolayevich Artyomov,Soviet Union,URS,1988 Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Vladimir Nikolayevich Artyomov,Soviet Union,URS,1988 Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
Vladimir Nikolayevich Kravtsov,Soviet Union,URS,1976 Summer,Montreal,Handball,Handball Men's Handball,Gold
Vladimir Nikolayevich Markelov,Soviet Union,URS,1980 Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold
Vladimir Nikolayevich Shadrin,Soviet Union,URS,1972 Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vladimir Nikolayevich Shadrin,Soviet Union,URS,1976 Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vladimir Nikolayevich Yeshinov,Soviet Union,URS,1976 Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Gold
